"","country_name","country_code","wals_code","X1","iso_lang_code","language_name","genus","subfamily","family","lsbranch","ssbranch","sbranch","mbranch","stock","elev_ft","elev_m","latitude","longitude","secondary_country","area","macroarea","continent","glot_features","cv_ratio","tones","rangesize","population","vehicularity","L2prop","H","H_unigram","lang.count","lang.percent","established.langs","immigrant.langs","total.speakers","mean.speakers","median.speakers","diversity.index","div.coverage","GDP"
"66","Canada","CA","cre","crk","crk","Cree (Plains)","Algonquian",NA,"Algic",NA,NA,NA,"Algonquian","Algic",2194.4,668.85312,54,-110,NA,"E North America","North America","E N America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",13922.08326,34100,0,0,NA,NA,195,2.74,96,99,33362312,174672,260,0.614,0.98,46192
"67","Central African Republic","CF","gbb","gbp","gbp","Gbeya Bossangoa","Gbaya-Manza-Ngbaka",NA,"Niger-Congo",NA,NA,NA,NA,"Adamawa-Ubangi",1574.8,479.99904,6.666666667,17.5,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","2 - Simple tone system",7936.278857,2e+05,0,0,NA,NA,83,1.17,72,11,3638143,47249,17350,0.953,0.93,481
"68","Central African Republic","CF","san","sag","sag","Sango","Ubangi","Adamawa-Ubangi","Niger-Congo",NA,NA,NA,NA,"Adamawa-Ubangi",2149,655.0152,5,18,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","2 - Simple tone system",NA,5400,1,0.911071479,1.32213366,6.764657021,83,1.17,72,11,3638143,47249,17350,0.953,0.93,481
"69","Chad","TD","dnw","daa","daa","Dangalv©at (Western)","East Chadic","Chadic","Afro-Asiatic",NA,NA,NA,"East Chadic","Chadic",1355,413.004,12.16666667,18.33333333,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","2 - Simple tone system",1039.51638,45000,0,0,1.570980787,9.07460022,131,1.84,130,1,8865556,74500,14000,0.931,0.91,736
"70","Chad","TD","bag","bmi","bmi","Bagirmi","Bongo-Bagirmi",NA,"Central Sudanic",NA,NA,NA,NA,"Bongo-Bagirmi",1092.5,332.994,11.66666667,16,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","3 - Complex tone system",26017.54081,44800,1,NA,NA,NA,131,1.84,130,1,8865556,74500,14000,0.931,0.91,736
"71","Chad","TD","ker","ker","ker","Kera","East Chadic","Chadic","Afro-Asiatic",NA,NA,NA,"East Chadic","Chadic",1079.4,329.00112,9.833333333,15.08333333,NA,"African Savannah","Africa","Africa","3 - Implosives only","3 - Average","3 - Complex tone system",536.5133564,50500,0,0,NA,NA,131,1.84,130,1,8865556,74500,14000,0.931,0.91,736
"72","Chad","TD","mab","mde","mde","Maba","Maban",NA,"Maban",NA,NA,NA,NA,"Maban",1801.2,549.00576,13.75,20.83333333,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",25219.29015,296000,1,NA,NA,NA,131,1.84,130,1,8865556,74500,14000,0.931,0.91,736
"73","Chile","CL","rap","rap","rap","Rapanui","Oceanic","Eastern Malayo-Polynesian","Austronesian","Eastern Fijian-Polynesian linkage","Central Pacific","Oceanic","Malayo-Polynesian","Austronesian",794,242.0112,-27.11666667,-109.3666667,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","2 - Moderately low","1 - No tones",178.0327311,3390,0,0,NA,NA,17,0.24,11,6,17412013,1741201,10000,0.035,0.59,15923
"74","Chile","CL","map","arn","arn","Mapudungun","Araucanian",NA,"Araucanian",NA,NA,NA,NA,"Mapudungun",1102.4,336.01152,-38,-72,NA,"Andean","South America","S America","1 - No glottalized consonants","3 - Average","1 - No tones",160095.4668,3e+05,0,0,1.493659496,8.50596714,17,0.24,11,6,17412013,1741201,10000,0.035,0.59,15923
"75","Chile","CL","qaw","alc","alc","Qawasqar","Alacalufan",NA,"Alacalufan",NA,NA,NA,NA,"Kawesqaran",446.2,136.00176,-49,-75,NA,"SE South America","South America","S America","2 - Ejectives only","5 - High","1 - No tones",531.6876195,12,0,0,NA,NA,17,0.24,11,6,17412013,1741201,10000,0.035,0.59,15923
"76","China","CN","mgg","mjg","mjg","Mangghuer","Mongolic",NA,"Altaic",NA,NA,NA,NA,"Mongolic",6561.7,2000.00616,36,102,NA,"Inner Asia","Eurasia","N-C Asia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",4163.333695,152000,0,0,NA,NA,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"77","China","CN","cnt","yue","yue","Cantonese","Chinese",NA,"Sino-Tibetan",NA,NA,"Southern Sinitic","Sinitic","Sino-Tibetan",-3.3,-1.00584,23,113,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","3 - Complex tone system",124776.622,52025130,1,NA,NA,NA,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"78","China","CN","mie","ium","ium","Mien","Hmong-Mien",NA,"Hmong-Mien",NA,NA,NA,NA,"Miao-Yao",3382.5,1030.986,25,111,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","3 - Complex tone system",28951.84848,817300,0,0,1.327121973,7.893639088,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"79","China","CN","bai","bca","bca","Bai","Bai","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,NA,"Sino-Tibetan",8513.8,2595.00624,26,100,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","1 - Low","3 - Complex tone system",21201.16055,8e+05,0,0,NA,NA,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"80","China","CN","hak","hak","hak","Hakka","Chinese",NA,"Sino-Tibetan",NA,NA,"Central Sinitic","Sinitic","Sino-Tibetan",1128.6,343.99728,25,116,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","3 - Complex tone system",162903.7283,28070000,1,2.09e-05,1.520364881,8.879579544,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"81","China","CN","dgr","dta","dta","Dagur","Mongolic",NA,"Altaic",NA,NA,NA,NA,"Mongolic",551.2,168.00576,48,124,NA,"Inner Asia","Eurasia","N-C Asia","1 - No glottalized consonants","3 - Average","1 - No tones",21275.21123,96100,0,0,NA,NA,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"82","China","CN","lah","lhu","lhu","Lahu","Burmese-Lolo","Tibeto-Burman","Sino-Tibetan",NA,"Central Loloish","Loloish","Lolo-Burmese","Sino-Tibetan",1082.7,330.00696,20,98.16666667,"TH","Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","3 - Complex tone system",21209.43844,452574,1,NA,1.069886804,7.138971806,305,4.29,302,3,1319419348,4472608,27700,0.52,0.97,9532
"83","Colombia","CO","epe","sja","sja","Epena Pedee","Choco",NA,"Choco","Southern Ember<e1> dialect cluster",NA,NA,NA,"Choc<f3>",2637.8,804.00144,3,-77,NA,"Andean","South America","S America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",4574.244629,3550,0,0,1.434163094,9.726707458,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"84","Colombia","CO","ycn","ycn","ycn","Yucuna","Inland Northern Arawakan",NA,"Arawakan",NA,NA,NA,NA,"Arawakan",538.1,164.01288,-0.75,-71,NA,"NE South America","South America","S America","1 - No glottalized consonants","3 - Average","1 - No tones",1368.289248,1800,0,0,1.307610035,9.404553413,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"85","Colombia","CO","cub","cub","cub","Cubeo","Tucanoan",NA,"Tucanoan",NA,NA,NA,NA,"Tuc<e1>noan",626.6,190.98768,1.333333333,-70.5,NA,"NE South America","South America","S America","1 - No glottalized consonants","1 - Low","2 - Simple tone system",10224.6771,6800,1,NA,1.349584818,9.790916443,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"86","Colombia","CO","cac","cbv","cbv","Cacua","Cacua-Nukak",NA,"Cacua-Nukak",NA,NA,NA,NA,"Kakua-Nukak",649.6,197.99808,1.083333333,-70,NA,"NE South America","South America","S America","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",300.3979875,150,0,0,1.171797395,8.710513115,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"87","Colombia","CO","cam","kbh","kbh","Camsv∞","Camsv∞",NA,"Camsv∞",NA,NA,NA,NA,"Cams<e1>",7106.3,2166.00024,1.166666667,-77,NA,"Andean","South America","S America","1 - No glottalized consonants","3 - Average","1 - No tones",601.6048051,4770,0,0,1.398089528,9.664207458,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"88","Colombia","CO","pae","pbb","pbb","Pv∞ez","Pv∞ezan",NA,"Pv∞ezan",NA,NA,NA,NA,"Paesan",5305.1,1616.99448,2.666666667,-76,NA,"NE South America","South America","S America","1 - No glottalized consonants","5 - High","1 - No tones",10662.5389,77400,0,0,1.522227287,10.62566853,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"89","Colombia","CO","bno","bao","bao","Waimaha","Tucanoan",NA,"Tucanoan",NA,NA,NA,NA,"Tuc<e1>noan",620.1,189.00648,0.333333333,-70.25,NA,"NE South America","South America","S America","1 - No glottalized consonants","1 - Low","2 - Simple tone system",2618.481947,700,0,0,1.328104019,8.886098862,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"90","Colombia","CO","hum","huu","huu","Huitoto (Murui)","Huitoto",NA,"Huitotoan",NA,NA,NA,NA,"Witotoan",675.9,206.01432,-1,-73.5,"PE","NE South America","South America","S America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",36727.15874,7800,0,0,1.348016143,9.562836647,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"91","Colombia","CO","mui","bmr","bmr","Muinane","Boran",NA,"Huitotoan",NA,NA,NA,NA,"Boran",603.7,184.00776,-1,-72.5,NA,"NE South America","South America","S America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",2688.378542,150,0,0,1.510131001,10.86393833,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"92","Colombia","CO","ika","arh","arh","Ika","Arhuacic",NA,"Chibchan",NA,NA,"Arhuacan","Chibchan","Chibchan",10213.3,3113.01384,10.66666667,-73.75,NA,"NE South America","South America","S America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",627.302018,14800,0,0,NA,NA,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"93","Colombia","CO","adk","ano","ano","Andoke","Andoke",NA,"Andoke",NA,NA,NA,NA,"Andoke",600.4,183.00192,-0.666666667,-72,NA,"NE South America","South America","S America","1 - No glottalized consonants","1 - Low","2 - Simple tone system",925.8038372,370,0,0,NA,NA,89,1.25,85,4,47673568,560866,885,0.02,0.96,6650
"94","Ecuador","EC","awp","kwi","kwi","Awa Pit","Barbacoan",NA,"Barbacoan",NA,NA,NA,NA,"Barbacoan",748,227.9904,1.5,-78.25,"CO","Andean","South America","S America","1 - No glottalized consonants","3 - Average","1 - No tones",4052.277509,22000,0,0,1.421131134,10.0269928,24,0.34,24,0,16665750,694406,11000,0.176,1,6345
"95","Ecuador","EC","wao","auc","auc","Waorani","Waorani",NA,"Waorani",NA,NA,NA,NA,"Sabelan",889.1,270.99768,-1,-76.5,NA,"NE South America","South America","S America","1 - No glottalized consonants","2 - Moderately low","1 - No tones",8872.151547,1650,0,0,1.316502929,9.318964005,24,0.34,24,0,16665750,694406,11000,0.176,1,6345
"96","Egypt","EG","aeg","arz","arz","Arabic (Egyptian)","Semitic",NA,"Afro-Asiatic","Arabic","South-Central Semitic","Central (West Semitic)","West Semitic","Semitic",544.6,165.99408,30,31,NA,"N Africa","Africa","Africa","1 - No glottalized consonants","4 - Moderately high","1 - No tones",33298.79509,53410000,1,NA,1.67389369,11.57252884,23,0.32,16,7,94599800,5255544,752000,0.509,0.78,2538
"97","Eritrea","ER","bej","bej","bej","Beja","Beja","Cushitic","Afro-Asiatic",NA,NA,NA,NA,"Beja",1761.8,536.99664,18,36,"SD","N Africa","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",283589.7984,1109000,0,0,NA,NA,17,0.24,15,2,5788600,526236,194000,0.65,0.65,1985
"98","Eritrea","ER","knm","kun","kun","Kunama","Kunama",NA,"Kunama",NA,NA,NA,NA,"Kunama",4511.2,1375.01376,14.5,37,"ET","Greater Abyssinia","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",13644.64619,188880,0,0.000549947,NA,NA,17,0.24,15,2,5788600,526236,194000,0.65,0.65,1985
"99","Eritrea","ER","nar","nrb","nrb","Nara (in Ethiopia)","Nara",NA,"Eastern Sudanic",NA,NA,NA,NA,"Nera",3303.8,1006.99824,15.08333333,37.58333333,NA,"Greater Abyssinia","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",1931.151262,81400,0,0,NA,NA,17,0.24,15,2,5788600,526236,194000,0.65,0.65,1985
"100","Ethiopia","ET","kef","kbr","kbr","Kefa","South Omotic","Omotic","Afro-Asiatic",NA,NA,NA,NA,"Omotic",5561,1694.9928,7.25,36.25,NA,"Greater Abyssinia","Africa","Africa","2 - Ejectives only","3 - Average","2 - Simple tone system",6179.418553,570000,0,0.052965861,1.369161487,10.51316071,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"101","Ethiopia","ET","orh","hae","hae","Oromo (Harar)","Lowland East Cushitic","Cushitic","Afro-Asiatic",NA,NA,NA,"Eastern Cushitic","Cushitic",4573.5,1394.0028,9,42,NA,"S Africa","Africa","Africa","5 - Ejectives and implosives","4 - Moderately high","3 - Complex tone system",36999.10685,4530000,0,0,1.61067152,10.21541309,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"102","Ethiopia","ET","hmr","amf","amf","Hamer","South Omotic","Omotic","Afro-Asiatic",NA,NA,NA,NA,"Omotic",3156.2,962.00976,5,36.5,NA,"Greater Abyssinia","Africa","Africa","5 - Ejectives and implosives","4 - Moderately high","2 - Simple tone system",8496.633818,42800,0,0.087233521,1.453767896,10.37267494,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"103","Ethiopia","ET","amh","amh","amh","Amharic","Semitic",NA,"Afro-Asiatic",NA,"Ethiopean","Southern (West Semitic)","West Semitic","Semitic",5023,1531.0104,10,38,NA,"Greater Abyssinia","Africa","Africa","2 - Ejectives only","4 - Moderately high","1 - No tones",145259.6047,17400000,1,0.154909551,2.272248268,11.57164383,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"104","Ethiopia","ET","diz","mdx","mdx","Dizi","Dizoid","Omotic","Afro-Asiatic",NA,NA,NA,NA,"Omotic",2762.5,842.01,6.166666667,36.5,NA,"Greater Abyssinia","Africa","Africa","2 - Ejectives only","3 - Average","3 - Complex tone system",2109.10489,21100,0,0.057023644,NA,NA,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"105","Ethiopia","ET","awn","awn","awn","Awngi","Central Cushitic","Cushitic","Afro-Asiatic",NA,NA,NA,"Central Cushitic","Cushitic",6955.4,2120.00592,10.83333333,36.66666667,NA,"Greater Abyssinia","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",5991.906932,5e+05,0,0.11637152,NA,NA,91,1.28,90,1,66766720,750188,48000,0.856,0.98,735
"106","Fiji","FJ","fij","fij","fij","Fijian","Oceanic","Eastern Malayo-Polynesian","Austronesian",NA,"Central Pacific","Oceanic","Malayo-Polynesian","Austronesian",3067.6,935.00448,-17.83333333,178,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",11608.71367,333440,0,0.485429525,1.402365088,7.409202576,21,0.3,10,11,840900,64685,6950,0.631,0.62,6267
"107","Finland","FI","fin","fin","fin","Finnish","Finnic","Finno-Ugric","Uralic","Finno-Saamic","Finno-Volgaic","Finno-Permian","Finno-Ugric","Uralic",357.6,108.99648,62,25,NA,"Inner Asia","Eurasia","N-C Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",309002.851,4739460,1,0.047842007,1.720209122,10.4171133,38,0.53,13,25,5818940,153130,5170,0.199,1,50136
"108","France","FR","fre","fra","fra","French","Romance",NA,"Indo-European",NA,NA,"Italic","Italic-Celtic","Indo-European",416.7,127.01016,48,2,"CH","Europe","Eurasia","W and SW Eurasia","1 - No glottalized consonants","1 - Low","1 - No tones",915749.3821,65458630,1,0.668543875,1.699139118,9.093759537,42,0.59,22,20,69961900,1793895,126000,0.253,0.93,41358
"109","France","FR","bre","bre","bre","Breton","Celtic",NA,"Indo-European",NA,NA,"Celtic","Italic-Celtic","Indo-European",321.5,97.9932,48,-3,NA,"Europe","Eurasia","W and SW Eurasia","1 - No glottalized consonants","3 - Average","1 - No tones",12504.16169,5e+05,0,0,1.651349068,8.823375702,42,0.59,22,20,69961900,1793895,126000,0.253,0.93,41358
"110","French Guiana","GF","ndy","djk","djk","Ndyuka","Creoles and Pidgins",NA,"other",NA,NA,NA,NA,"Ndyuka",259.2,79.00416,4.5,-54.5,"SR","NE South America","South America","S America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",5055.260658,22090,0,0,1.359787941,7.307779312,16,0.23,13,3,178780,14898,2400,0.663,0.75,NA
"111","Gambia","GM","dio","dyo","dyo","Diola-Fogny","Bak","Atlantic","Niger-Congo",NA,NA,NA,NA,"North Atlantic",111.5,33.9852,13,-16.25,"SN","African Savannah","Africa","Africa","1 - No glottalized consonants","1 - Low","1 - No tones",7197.601858,407000,0,0,1.560522079,9.834906578,24,0.34,11,13,1314820,69201,43650,0.776,0.79,716
"112","Georgia","GE","ttu","bbl","bbl","Tsova-Tush","Nakh",NA,"Nakh-Daghestanian",NA,NA,"Tsova-Tush","Nakh","Nakh-Daghestanian",8595.8,2619.99984,42.5,45.5,NA,"Greater Mesopotamia","Eurasia","W and SW Eurasia","2 - Ejectives only","5 - High","1 - No tones",206.8156691,3420,0,0,NA,NA,27,0.38,20,7,4506220,173316,14000,0.426,0.96,4397
"113","Georgia","GE","geo","kat","kat","Georgian","Kartvelian",NA,"Kartvelian",NA,NA,NA,"Georgian-Zan","Kartvelian",1981.6,603.99168,42,44,NA,"Greater Mesopotamia","Eurasia","W and SW Eurasia","2 - Ejectives only","4 - Moderately high","1 - No tones",48713.92448,4016300,1,NA,1.86584568,9.877079964,27,0.38,20,7,4506220,173316,14000,0.426,0.96,4397
"114","Georgia","GE","abk","abk","abk","Abkhaz","Northwest Caucasian",NA,"Northwest Caucasian","Abkhaz-Abaza",NA,NA,"Abkhazian-Ubykh","West Caucasian",675.9,206.01432,43.08333333,41,NA,"Greater Mesopotamia","Eurasia","W and SW Eurasia","2 - Ejectives only","5 - High","1 - No tones",4491.320119,105000,1,NA,NA,NA,27,0.38,20,7,4506220,173316,14000,0.426,0.96,4397
"115","Ghana","GH","tmp","tpm","tpm","Tampulma","Southern-Central Gur","Gur","Niger-Congo",NA,NA,NA,"South Gur","Gur",849.7,258.98856,10.41666667,-0.583333333,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",420.286222,16000,0,0,1.48675549,7.924304008,87,1.22,81,6,27661206,359236,36000,0.858,0.89,2202
"116","Ghana","GH","akn","aka","aka","Akan","Kwa",NA,"Niger-Congo",NA,NA,NA,"Potou-Tano","Kwa",620.1,189.00648,6.5,-1.25,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",57389.31838,8300000,1,0.108530499,NA,NA,87,1.22,81,6,27661206,359236,36000,0.858,0.89,2202
"117","Ghana","GH","llm","lef","lef","Lelemi","Kwa",NA,"Niger-Congo",NA,NA,NA,"Ka-Togo","Kwa",958,291.9984,7.333333333,0.5,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","2 - Simple tone system",564.1735491,48900,0,0,1.567337513,8.981498718,87,1.22,81,6,27661206,359236,36000,0.858,0.89,2202
"118","Ghana","GH","bis","bib","bib","Bisa","Eastern Mande",NA,"Mande",NA,NA,NA,"East Mande","Mande",771,235.0008,11.5,-0.5,"BF","African Savannah","Africa","Africa","1 - No glottalized consonants","3 - Average","1 - No tones",6842.242348,582000,0,0,1.511109352,7.281311512,87,1.22,81,6,27661206,359236,36000,0.858,0.89,2202
"119","Ghana","GH","dgb","dag","dag","Dagbani","Northern-Central Gur","Gur","Niger-Congo",NA,NA,NA,"North Gur","Gur",636.5,194.0052,9.583333333,-0.5,NA,"African Savannah","Africa","Africa","1 - No glottalized consonants","4 - Moderately high","2 - Simple tone system",16234.81119,8e+05,0,0,NA,NA,87,1.22,81,6,27661206,359236,36000,0.858,0.89,2202
"120","Guam","GU","cha","cha","cha","Chamorro","Chamorro",NA,"Austronesian",NA,NA,NA,"Malayo-Polynesian","Austronesian",117.6,35.84448,13.45,144.75,NA,"Oceania","Papunesia","NG and Oceania","1 - No glottalized consonants","3 - Average","1 - No tones",882.6573712,76700,1,NA,1.582663655,8.602517128,9,0.13,2,7,181400,22675,46750,0.752,0.89,NA
"121","Guyana","GY","akw","ake","ake","Akawaio","Cariban",NA,"Cariban",NA,NA,NA,NA,"Cariban",456,138.9888,6,-59.5,NA,"NE South America","South America","S America","1 - No glottalized consonants","1 - Low","1 - No tones",23871.60858,5350,0,0,1.355579972,8.514886856,18,0.25,16,2,1319041,109920,1500,0.514,0.67,4901
"122","Honduras","HN","tol","jic","jic","Tol","Tol",NA,"Tol",NA,NA,NA,NA,"Jicaquean",4196.2,1279.00176,14.66666667,-87,NA,"Mesoamerica","North America","C America","2 - Ejectives only","3 - Average","1 - No tones",339.0059396,350,0,0,1.405127525,7.998085976,12,0.17,10,2,8982840,816622,990,0.036,0.92,2500
"123","Honduras","HN","pec","pay","pay","Pech","Paya",NA,"Chibchan",NA,NA,NA,NA,"Chibchan",1889.8,576.01104,15,-85.5,NA,"Mesoamerica","North America","C America","1 - No glottalized consonants","3 - Average","2 - Simple tone system",1255.007719,990,0,0,NA,NA,12,0.17,10,2,8982840,816622,990,0.036,0.92,2500
"124","Hungary","HU","hun","hun","hun","Hungarian","Ugric","Finno-Ugric","Uralic",NA,NA,"Ugric","Finno-Ugric","Uralic",285.4,86.98992,47,20,NA,"Europe","Eurasia","W and SW Eurasia","1 - No glottalized consonants","3 - Average","1 - No tones",119364.673,12173900,1,NA,1.833512187,10.09337997,21,0.3,18,3,9927510,583971,3710,0.029,0.81,16264
"125","India","IN","ao","njo","njo","Ao","Kuki-Chin","Tibeto-Burman","Sino-Tibetan",NA,NA,"Ao","Brahmaputran (Sal)","Sino-Tibetan",1479.7,451.01256,26.58333333,94.66666667,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","3 - Complex tone system",1429.068231,232000,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"126","India","IN","hin","hin","hin","Hindi","Indic",NA,"Indo-European","Hindi-Urdu","Central Indo-Aryan","Indo-Aryan","Indo-Iranian","Indo-European",1364.8,415.99104,25,77,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",345790.8285,180122200,1,0.317888826,1.7816118,8.924057961,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"127","India","IN","koy","kff","kff","Koya","South-Central Dravidian",NA,"Dravidian",NA,NA,"South Dravidian II (<U+0094>South-Central<U+0094>)","South Dravidian","Dravidian",757.9,231.00792,17.5,81.33333333,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",13290.76313,3e+05,0,0,1.649811983,10.6130724,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"128","India","IN","sor","srb","srb","Sora","Munda",NA,"Austro-Asiatic",NA,NA,"Southern Munda","Munda","Austroasiatic",1935.7,590.00136,20,84.33333333,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",5262.209833,310000,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"129","India","IN","gar","grt","grt","Garo","Bodo-Garo","Tibeto-Burman","Sino-Tibetan",NA,NA,"Bodo-Koch (Barish, Bodo-Garo)","Brahmaputran (Sal)","Sino-Tibetan",1273,388.0104,25.66666667,90.5,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",13429.8449,9e+05,1,NA,1.514270186,10.29481792,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"130","India","IN","lad","lbj","lbj","Ladakhi","Bodic","Tibeto-Burman","Sino-Tibetan",NA,"Western Archaic Tibetan","Tibetan","Bodic","Sino-Tibetan",17368.8,5294.01024,34,78,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","5 - High","1 - No tones",15486.77657,150000,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"131","India","IN","knd","kan","kan","Kannada","Southern Dravidian",NA,"Dravidian",NA,NA,"South Dravidian I","South Dravidian","Dravidian",2283.5,696.0108,14,76,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",140012.4546,35300000,1,0.192558512,1.629153848,11.23656178,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"132","India","IN","mei","mni","mni","Meithei","Kuki-Chin","Tibeto-Burman","Sino-Tibetan",NA,NA,NA,NA,"Sino-Tibetan",2598.4,791.99232,24.75,94,NA,"Southeast Asia","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","2 - Simple tone system",4013.291481,1391000,1,NA,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"133","India","IN","tel","tel","tel","Telugu","South-Central Dravidian",NA,"Dravidian",NA,NA,"South Dravidian II (<U+0094>South-Central<U+0094>)","South Dravidian","Dravidian",2309.7,703.99656,16,79,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","4 - Moderately high","1 - No tones",242916.4054,69600600,1,0.063096024,1.757886529,11.12384987,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"134","India","IN","khs","kha","kha","Khasi","Khasian","Mon-Khmer","Austro-Asiatic",NA,NA,"Khasic","Northern Mon-Khmer","Austroasiatic",5196.9,1584.01512,25.5,92,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",11929.03774,865000,1,NA,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"135","India","IN","bod","brx","brx","Bodo","Bodo-Garo","Tibeto-Burman","Sino-Tibetan",NA,"Bodo","Bodo-Koch (Barish, Bodo-Garo)","Brahmaputran (Sal)","Sino-Tibetan",610.2,185.98896,26.83333333,92,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","2 - Simple tone system",1528.566455,1543300,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"136","India","IN","tul","tcy","tcy","Tulu","Southern Dravidian",NA,"Dravidian",NA,NA,"South Dravidian I","South Dravidian","Dravidian",196.9,60.01512,12.75,75.33333333,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","3 - Average","1 - No tones",6929.643731,1950000,0,0,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
"137","India","IN","kkn","knn","knn","Konkani","Indic",NA,"Indo-European",NA,"Southwestern Indo-Aryan","Indo-Aryan","Indo-Iranian","Indo-European",68.9,21.00072,15.25,74,NA,"Indic","Eurasia","S/SE Asia","1 - No glottalized consonants","2 - Moderately low","1 - No tones",6282.568704,4e+06,1,NA,NA,NA,453,6.37,447,6,1257421714,2924237,35000,0.9,0.95,2055
