"","X1","Latitude","Longitude","mean_hum","mean_temp","longitude"
"133",133,-0.952368,320.625,0.0184496388497653,299.734131455399,-39.375
"134",134,-0.952368,322.5,0.0183494430751174,299.80466314554,-37.5
"135",135,-0.952368,324.375,0.0180334735915493,299.42351056338,-35.625
"136",136,-0.952368,326.25,0.0178402045774648,299.275802816901,-33.75
"137",137,-0.952368,328.125,0.0177494867370892,299.416170187793,-31.875
"138",138,-0.952368,33.75,0.0138211688967136,292.043687793427,33.75
"139",139,-0.952368,330,0.01767678157277,299.434964788732,-30
"140",140,-0.952368,331.875,0.0175515862676056,299.314613849765,-28.125
"141",141,-0.952368,333.75,0.0173892487089202,299.158726525822,-26.25
"142",142,-0.952368,335.625,0.0173762566901408,299.111549295775,-24.375
"143",143,-0.952368,337.5,0.0174190120892019,299.1229342723,-22.5
"144",144,-0.952368,339.375,0.017286571713615,298.886916666667,-20.625
"145",145,-0.952368,341.25,0.0172072627934272,298.642801643193,-18.75
"146",146,-0.952368,343.125,0.0173247073943662,298.735082159624,-16.875
"147",147,-0.952368,345,0.0173253172535211,298.692061032864,-15
"148",148,-0.952368,346.875,0.0172497613849765,298.399095070423,-13.125
"149",149,-0.952368,348.75,0.0173497843896714,298.379436619718,-11.25
"150",150,-0.952368,35.625,0.0113678637323944,291.031469483568,35.625
"151",151,-0.952368,350.625,0.0173651365023474,298.46838028169,-9.375
"152",152,-0.952368,352.5,0.0172542501173709,298.372490610329,-7.5
"153",153,-0.952368,354.375,0.0173694205399061,298.445026995305,-5.625
"154",154,-0.952368,356.25,0.0175170388497653,298.632431924883,-3.75
"155",155,-0.952368,358.125,0.0174578242957746,298.677483568075,-1.875
"156",156,-0.952368,37.5,0.0113512895539906,293.216099765258,37.5
"157",157,-0.952368,39.375,0.0136401261737089,298.467179577465,39.375
"158",158,-0.952368,41.25,0.015526860915493,301.057022300469,41.25
"159",159,-0.952368,43.125,0.0176451703051643,299.675403755869,43.125
"160",160,-0.952368,45,0.018131275,299.247120892019,45
"161",161,-0.952368,46.875,0.0184513430751174,299.788550469484,46.875
"162",162,-0.952368,48.75,0.0179665590375587,299.736559859155,48.75
"163",163,-0.952368,5.625,0.0176634580985915,298.97911971831,5.625
"164",164,-0.952368,50.625,0.0176739735915493,299.434892018779,50.625
"165",165,-0.952368,52.5,0.0178077613849765,299.613779342723,52.5
"166",166,-0.952368,54.375,0.017853689084507,299.796557511737,54.375
"167",167,-0.952368,56.25,0.0178813651408451,299.912960093897,56.25
"168",168,-0.952368,58.125,0.0180230088028169,300.209776995305,58.125
"169",169,-0.952368,60,0.0181104857981221,300.43192370892,60
"170",170,-0.952368,61.875,0.018138816314554,300.448045774648,61.875
"171",171,-0.952368,63.75,0.0180271703051643,300.355746478873,63.75
"172",172,-0.952368,65.625,0.0178220656103286,300.229435446009,65.625
"173",173,-0.952368,67.5,0.0179216792253521,300.323442488263,67.5
"174",174,-0.952368,69.375,0.018161836971831,300.575964788732,69.375
"175",175,-0.952368,7.5,0.0178740886150235,299.435833333333,7.5
"176",176,-0.952368,71.25,0.0181026120892019,300.607211267606,71.25
"177",177,-0.952368,73.125,0.0180495036384977,300.559259389671,73.125
"178",178,-0.952368,75,0.0181630801643192,300.590785211268,75
"179",179,-0.952368,76.875,0.0180697360328638,300.419827464789,76.875
"180",180,-0.952368,78.75,0.0179531365023474,300.235842723005,78.75
"181",181,-0.952368,80.625,0.0180786914319249,300.355224178404,80.625
"182",182,-0.952368,82.5,0.0181367909624413,300.449064553991,82.5
"183",183,-0.952368,84.375,0.0181429834507042,300.483287558685,84.375
"184",184,-0.952368,86.25,0.0182789224178404,300.66538028169,86.25
"185",185,-0.952368,88.125,0.0182658679577465,300.60719600939,88.125
"186",186,-0.952368,9.375,0.016751271713615,298.225221830986,9.375
"187",187,-0.952368,90,0.0181939308685446,300.386248826291,90
"188",188,-0.952368,91.875,0.018354109741784,300.627411971831,91.875
"189",189,-0.952368,93.75,0.0184419149061033,301.017001173709,93.75
"190",190,-0.952368,95.625,0.0184278881455399,301.007894366197,95.625
"191",191,-0.952368,97.5,0.0185388228873239,300.599320422535,97.5
"192",192,-0.952368,99.375,0.018433478286385,299.479284037559,99.375
"193",193,-10.476,0,0.0142353275821596,295.938411971831,0
"194",194,-10.476,1.875,0.0141784449530516,295.75813028169,1.875
"195",195,-10.476,101.25,0.0184309158450704,299.888132629108,101.25
"196",196,-10.476,103.125,0.0184410172535211,300.010415492958,103.125
"197",197,-10.476,105,0.0184860069248826,300.1168157277,105
"198",198,-10.476,106.875,0.0185517350938967,300.087681924883,106.875
"199",199,-10.476,108.75,0.0185756994131455,300.055649061033,108.75
"200",200,-10.476,11.25,0.0166842735915493,297.471039906103,11.25
"201",201,-10.476,110.625,0.0184777656103286,300.029075117371,110.625
"202",202,-10.476,112.5,0.018413254342723,299.979289906103,112.5
"203",203,-10.476,114.375,0.0185347125586854,300.067492957746,114.375
"204",204,-10.476,116.25,0.018597978286385,300.123555164319,116.25
"205",205,-10.476,118.125,0.018405298943662,299.947208920188,118.125
"206",206,-10.476,120,0.0182369454225352,299.931075117371,120
"207",207,-10.476,121.875,0.0182186872065728,300.200666666667,121.875
"208",208,-10.476,123.75,0.0181295421361502,300.273355633803,123.75
"209",209,-10.476,125.625,0.0180367271126761,300.309867370892,125.625
"210",210,-10.476,127.5,0.0181489106807512,300.779805164319,127.5
"211",211,-10.476,129.375,0.018270530399061,301.103103286385,129.375
"212",212,-10.476,13.125,0.0163137726525822,296.754190140845,13.125
"213",213,-10.476,131.25,0.0183706092723005,300.670988262911,131.25
"214",214,-10.476,133.125,0.0183038961267606,300.26957629108,133.125
"215",215,-10.476,135,0.0184892487089202,300.384604460094,135
"216",216,-10.476,136.875,0.018506819600939,300.420769953052,136.875
"217",217,-10.476,138.75,0.0183144421361502,300.416990610329,138.75
"218",218,-10.476,140.625,0.0185098257042254,300.675300469484,140.625
"219",219,-10.476,142.5,0.018969295657277,300.736070422535,142.5
"220",220,-10.476,144.375,0.019039854342723,300.178646713615,144.375
"221",221,-10.476,146.25,0.0185632867370892,299.305058685446,146.25
"222",222,-10.476,148.125,0.0181812872065728,298.900774647887,148.125
"223",223,-10.476,15,0.0133545984741784,294.764916666667,15
"224",224,-10.476,150,0.0184505768779343,299.302339201878,150
"225",225,-10.476,151.875,0.0189110726525822,300.087233568075,151.875
"226",226,-10.476,153.75,0.0190989477699531,300.565179577465,153.75
"227",227,-10.476,155.625,0.0191499346244131,300.605153755869,155.625
"228",228,-10.476,157.5,0.0192221473004695,300.643342723005,157.5
"229",229,-10.476,159.375,0.0192015496478873,300.698191314554,159.375
"230",230,-10.476,16.875,0.0120964679577465,292.571307511737,16.875
"231",231,-10.476,161.25,0.019137413028169,300.625062206573,161.25
"232",232,-10.476,163.125,0.0192460120892019,300.77533685446,163.125
"233",233,-10.476,165,0.0194356322769953,301.169462441315,165
"234",234,-10.476,166.875,0.0194505458920188,301.224301643192,166.875
"235",235,-10.476,168.75,0.0193656440140845,301.050666666667,168.75
"236",236,-10.476,170.625,0.0194350693661972,301.204179577465,170.625
"237",237,-10.476,172.5,0.01954256842723,301.374132629108,172.5
"238",238,-10.476,174.375,0.0194769984741784,301.185198356808,174.375
"239",239,-10.476,176.25,0.0194330088028169,301.130920187793,176.25
"240",240,-10.476,178.125,0.0195129355633803,301.325838028169,178.125
"241",241,-10.476,18.75,0.0122306792253521,292.989827464789,18.75
"242",242,-10.476,180,0.0194609059859155,301.238343896714,180
"243",243,-10.476,181.875,0.0192993064553991,300.996562206573,-178.125
"244",244,-10.476,183.75,0.0192740374413146,301.022100938967,-176.25
"245",245,-10.476,185.625,0.0192763857981221,301.075328638498,-174.375
"246",246,-10.476,187.5,0.0192022829812207,301.002568075117,-172.5
"247",247,-10.476,189.375,0.0192091552816901,301.034792253521,-170.625
"248",248,-10.476,191.25,0.0192184505868545,301.035295774648,-168.75
"249",249,-10.476,193.125,0.0191099041079812,300.872205399061,-166.875
"250",250,-10.476,195,0.0190698449530516,300.808994131455,-165
"251",251,-10.476,196.875,0.0190765266431925,300.793349765258,-163.125
"252",252,-10.476,198.75,0.0189420421361502,300.627541079812,-161.25
"253",253,-10.476,20.625,0.01274406842723,293.812235915493,20.625
"254",254,-10.476,200.625,0.0188257764084507,300.552377934272,-159.375
"255",255,-10.476,202.5,0.0188127275821596,300.623244131455,-157.5
"256",256,-10.476,204.375,0.0187074820422535,300.577732394366,-155.625
"257",257,-10.476,206.25,0.0185733346244131,300.503841549296,-153.75
"258",258,-10.476,208.125,0.018526675,300.498008215962,-151.875
"259",259,-10.476,210,0.0184227191314554,300.364874413146,-150
"260",260,-10.476,211.875,0.0182997289906103,300.207319248826,-148.125
"261",261,-10.476,213.75,0.0182841656103286,300.176197183099,-146.25
"262",262,-10.476,215.625,0.0182248980046948,300.05278286385,-144.375
"263",263,-10.476,217.5,0.0181135811032864,299.879201877934,-142.5
"264",264,-10.476,219.375,0.0180759876760563,299.848470657277,-140.625
"265",265,-10.476,22.5,0.0125637998826291,293.764116197183,22.5
"266",266,-10.476,221.25,0.0179639796948357,299.731354460094,-138.75
"267",267,-10.476,223.125,0.0177852200704225,299.484680751174,-136.875
"268",268,-10.476,225,0.0177849299295775,299.444049295775,-135
"269",269,-10.476,226.875,0.0177657735915493,299.459778169014,-133.125
"270",270,-10.476,228.75,0.0175072177230047,299.206314553991,-131.25
"271",271,-10.476,230.625,0.0173250754694836,298.947110328638,-129.375
"272",272,-10.476,232.5,0.0173516909624413,298.942622065728,-127.5
"273",273,-10.476,234.375,0.0172548768779343,298.909714788732,-125.625
"274",274,-10.476,236.25,0.0169637984741784,298.596158450704,-123.75
"275",275,-10.476,238.125,0.0167572083333333,298.246881455399,-121.875
"276",276,-10.476,24.375,0.012211151056338,293.525667840376,24.375
"277",277,-10.476,240,0.0167163590375587,298.19366314554,-120
"278",278,-10.476,241.875,0.0166367886150235,298.215343896714,-118.125
"279",279,-10.476,243.75,0.0164340590375587,297.954252347418,-116.25
"280",280,-10.476,245.625,0.0163175257042254,297.772589201878,-114.375
"281",281,-10.476,247.5,0.0162521379107981,297.84620657277,-112.5
"282",282,-10.476,249.375,0.0159016111502347,297.480572769953,-110.625
"283",283,-10.476,251.25,0.0155276933098592,296.854512910798,-108.75
"284",284,-10.476,253.125,0.0155648998826291,296.897899061033,-106.875
"285",285,-10.476,255,0.0155497712441315,297.011264084507,-105
"286",286,-10.476,256.875,0.0152269449530516,296.505550469484,-103.125
"287",287,-10.476,258.75,0.0152026773474178,296.414339201878,-101.25
"288",288,-10.476,26.25,0.0119532022300469,293.566366197183,26.25
"289",289,-10.476,260.625,0.0152253759389671,296.672674882629,-99.375
"290",290,-10.476,262.5,0.0147141538732394,296.04728286385,-97.5
"291",291,-10.476,264.375,0.0144534191314554,295.512490610329,-95.625
"292",292,-10.476,266.25,0.0146630914319249,295.930674882629,-93.75
"293",293,-10.476,268.125,0.0143323829812207,295.691287558685,-91.875
"294",294,-10.476,270,0.0140264862676056,295.006714788732,-90
"295",295,-10.476,271.875,0.0144623341549296,295.514737089202,-88.125
"296",296,-10.476,273.75,0.0141729177230047,295.626016431925,-86.25
"297",297,-10.476,275.625,0.0134009346244131,294.648328638498,-84.375
"298",298,-10.476,277.5,0.0145233557511737,295.27805399061,-82.5
"299",299,-10.476,279.375,0.0155832473004695,295.514931924883,-80.625
"300",300,-10.476,28.125,0.0115012003521127,293.409220657277,28.125
"301",301,-10.476,281.25,0.0121349365023474,289.43145657277,-78.75
"302",302,-10.476,283.125,0.00991834964788732,285.467211267606,-76.875
"303",303,-10.476,285,0.0121431365023474,288.063674882629,-75
"304",304,-10.476,286.875,0.0166087026995305,294.50569600939,-73.125
"305",305,-10.476,288.75,0.0181890308685446,297.849897887324,-71.25
"306",306,-10.476,290.625,0.0168775275821596,298.214057511737,-69.375
"307",307,-10.476,292.5,0.0161455430751174,297.781805164319,-67.5
"308",308,-10.476,294.375,0.0163678637323944,297.144194835681,-65.625
"309",309,-10.476,296.25,0.0168262449530516,296.781944835681,-63.75
"310",310,-10.476,298.125,0.0173425012910798,297.371392018779,-61.875
"311",311,-10.476,3.75,0.0145695106807512,295.963857981221,3.75
"312",312,-10.476,30,0.0110073026995305,293.249323943662,30
"313",313,-10.476,300,0.0173630308685446,297.781548122066,-60
"314",314,-10.476,301.875,0.0167061242957746,297.418914319249,-58.125
"315",315,-10.476,303.75,0.0160128829812207,297.126962441315,-56.25
"316",316,-10.476,305.625,0.0157965158450704,297.482305164319,-54.375
"317",317,-10.476,307.5,0.0159259458920188,298.098036384977,-52.5
"318",318,-10.476,309.375,0.0158755346244131,298.35628286385,-50.625
"319",319,-10.476,31.875,0.0110226266431925,293.356697183099,31.875
"320",320,-10.476,311.25,0.0153678529342723,298.073658450704,-48.75
"321",321,-10.476,313.125,0.0146159740610329,297.401123239437,-46.875
"322",322,-10.476,315,0.0141119843896714,296.844334507042,-45
"323",323,-10.476,316.875,0.0137713167840376,296.425865023474,-43.125
"324",324,-10.476,318.75,0.0138181214788732,296.131285211268,-41.25
"325",325,-10.476,320.625,0.0147681374413146,296.474244131455,-39.375
"326",326,-10.476,322.5,0.016207916314554,297.341102112676,-37.5
"327",327,-10.476,324.375,0.0175718426056338,298.427106807512,-35.625
"328",328,-10.476,326.25,0.0177240501173709,299.087887323944,-33.75
"329",329,-10.476,328.125,0.0175066585680751,299.216990610329,-31.875
"330",330,-10.476,33.75,0.0113409829812207,293.618352112676,33.75
"331",331,-10.476,330,0.0172714059859155,298.922899061033,-30
"332",332,-10.476,331.875,0.017164813028169,298.689404929577,-28.125
"333",333,-10.476,333.75,0.017044447769953,298.609031690141,-26.25
"334",334,-10.476,335.625,0.0167745534037559,298.385075117371,-24.375
"335",335,-10.476,337.5,0.0165689839201878,298.169147887324,-22.5
"336",336,-10.476,339.375,0.0164723468309859,298.055698356808,-20.625
"337",337,-10.476,341.25,0.0162257477699531,297.763787558685,-18.75
"338",338,-10.476,343.125,0.0159221266431925,297.43958685446,-16.875
"339",339,-10.476,345,0.0158004228873239,297.364470657277,-15
"340",340,-10.476,346.875,0.0156178947183099,297.195921361502,-13.125
"341",341,-10.476,348.75,0.0152613463615023,296.799936619718,-11.25
"342",342,-10.476,35.625,0.0117916350938967,294.527504694836,35.625
"343",343,-10.476,350.625,0.0150811416666667,296.626935446009,-9.375
"344",344,-10.476,352.5,0.015004478286385,296.601983568075,-7.5
"345",345,-10.476,354.375,0.0147005604460094,296.282421361502,-5.625
"346",346,-10.476,356.25,0.0144369679577465,295.953592723005,-3.75
"347",347,-10.476,358.125,0.0143880529342723,295.969138497653,-1.875
"348",348,-10.476,37.5,0.0128552881455399,296.607302816901,37.5
"349",349,-10.476,39.375,0.0148208341549296,298.712257042253,39.375
"350",350,-10.476,41.25,0.0173274566901408,299.32633685446,41.25
"351",351,-10.476,43.125,0.0172980674882629,299.105373239437,43.125
"352",352,-10.476,45,0.0169196102112676,299.062534037559,45
"353",353,-10.476,46.875,0.0170288646713615,299.128011737089,46.875
"354",354,-10.476,48.75,0.0173695116197183,299.074254694836,48.75
"355",355,-10.476,5.625,0.014844195657277,296.424728873239,5.625
"356",356,-10.476,50.625,0.0176601430751174,299.135534037559,50.625
"357",357,-10.476,52.5,0.0179096961267606,299.298775821596,52.5
"358",358,-10.476,54.375,0.0180087862676056,299.339505868545,54.375
"359",359,-10.476,56.25,0.0179141688967136,299.287903755869,56.25
"360",360,-10.476,58.125,0.0178396801643192,299.239566901408,58.125
"361",361,-10.476,60,0.0178854524647887,299.264625586854,60
"362",362,-10.476,61.875,0.0179469167840376,299.412748826291,61.875
"363",363,-10.476,63.75,0.0179762233568075,299.537341549296,63.75
"364",364,-10.476,65.625,0.0180219411971831,299.570651408451,65.625
"365",365,-10.476,67.5,0.018077019600939,299.626583333333,67.5
"366",366,-10.476,69.375,0.0180734059859155,299.604977699531,69.375
"367",367,-10.476,7.5,0.0148735125586854,296.578888497653,7.5
"368",368,-10.476,71.25,0.0180213407276995,299.422420187793,71.25
"369",369,-10.476,73.125,0.0180151355633803,299.342059859155,73.125
"370",370,-10.476,75,0.0180854219483568,299.460118544601,75
"371",371,-10.476,76.875,0.0181779862676056,299.561927230047,76.875
"372",372,-10.476,78.75,0.0182236106807512,299.598322769953,78.75
"373",373,-10.476,80.625,0.0181876416666667,299.586596244131,80.625
"374",374,-10.476,82.5,0.018148657629108,299.496950704225,82.5
"375",375,-10.476,84.375,0.0182087031690141,299.504179577465,84.375
"376",376,-10.476,86.25,0.0183089970657277,299.669225352113,86.25
"377",377,-10.476,88.125,0.0183660820422535,299.756775821596,88.125
"378",378,-10.476,9.375,0.0155329308685446,296.868534037559,9.375
"379",379,-10.476,90,0.0184292271126761,299.748492957746,90
"380",380,-10.476,91.875,0.0184798872065728,299.804977699531,91.875
"381",381,-10.476,93.75,0.0184413965962441,299.840751173709,93.75
"382",382,-10.476,95.625,0.0183944144366197,299.812893192488,95.625
"383",383,-10.476,97.5,0.0184234928403756,299.839174882629,97.5
"384",384,-10.476,99.375,0.0184476876760563,299.871350938967,99.375
"385",385,-12.3808,0,0.0135455041079812,295.080588028169,0
"386",386,-12.3808,1.875,0.0136743491784038,295.021056338028,1.875
"387",387,-12.3808,101.25,0.0181053233568075,299.543327464789,101.25
"388",388,-12.3808,103.125,0.0181045928403756,299.51967370892,103.125
"389",389,-12.3808,105,0.0181156674882629,299.726005868545,105
"390",390,-12.3808,106.875,0.0181666012910798,299.945980046948,106.875
"391",391,-12.3808,108.75,0.0182485590375587,300.099639671362,108.75
"392",392,-12.3808,11.25,0.0158419538732394,296.922805164319,11.25
"393",393,-12.3808,110.625,0.0183049205399061,300.172591549296,110.625
"394",394,-12.3808,112.5,0.0184243505868545,300.267071596244,112.5
"395",395,-12.3808,114.375,0.0186238177230047,300.512316901408,114.375
"396",396,-12.3808,116.25,0.0186122998826291,300.67942370892,116.25
"397",397,-12.3808,118.125,0.0184358120892019,300.639528169014,118.125
"398",398,-12.3808,120,0.0184146454225352,300.783615023474,120
"399",399,-12.3808,121.875,0.0185216998826291,301.026210093897,121.875
"400",400,-12.3808,123.75,0.0183581252347418,300.854757042254,123.75
"401",401,-12.3808,125.625,0.0181689862676056,300.669970657277,125.625
"402",402,-12.3808,127.5,0.0183561928403756,301.094059859155,127.5
"403",403,-12.3808,129.375,0.0184838181924883,301.311187793427,129.375
"404",404,-12.3808,13.125,0.0145797876760563,295.426433098592,13.125
